id,height,height_vs_avg
325395,71,Above Avg
325561,51,Below Avg
325603,56,Below Avg
325632,54,Below Avg
325685,58,Below Avg
326033,61,Below Avg
326057,76,Above Avg
326166,75,Above Avg
326230,67,Above Avg
326241,68,Above Avg
326390,78,Above Avg
326479,76,Above Avg
326504,63,Below Avg
326512,68,Above Avg
326576,66,Below Avg
326793,56,Below Avg
326801,66,Below Avg
326925,62,Below Avg
326975,76,Above Avg
327070,53,Below Avg
327091,57,Below Avg
327170,63,Below Avg
327180,63,Below Avg
327301,56,Below Avg
327368,76,Above Avg
327797,52,Below Avg
327815,58,Below Avg
327865,82,Above Avg
327999,73,Above Avg
328080,62,Below Avg
328186,50,Below Avg
328252,82,Above Avg
328294,54,Below Avg
328413,74,Above Avg
328453,77,Above Avg
328616,78,Above Avg
328677,74,Above Avg
328778,70,Above Avg
328810,51,Below Avg
328852,58,Below Avg
328942,55,Below Avg
328998,50,Below Avg
329024,71,Above Avg
329026,74,Above Avg
329118,74,Above Avg
329242,66,Below Avg
329405,70,Above Avg
329480,60,Below Avg
329546,64,Below Avg
329887,50,Below Avg
329939,77,Above Avg
329971,75,Above Avg
330107,51,Below Avg
330296,61,Below Avg
330348,69,Above Avg
330628,53,Below Avg
330747,68,Above Avg
330792,71,Above Avg
330859,82,Above Avg
330998,56,Below Avg
330999,63,Below Avg
331067,64,Below Avg
331105,53,Below Avg
331205,57,Below Avg
331315,69,Above Avg
331332,59,Below Avg
331577,54,Below Avg
331670,51,Below Avg
331823,58,Below Avg
331860,80,Above Avg
331877,82,Above Avg
331907,79,Above Avg
332022,59,Below Avg
332162,58,Below Avg
332282,80,Above Avg
332287,68,Above Avg
332317,76,Above Avg
332345,54,Below Avg
332450,57,Below Avg
332582,60,Below Avg
332627,58,Below Avg
332793,75,Above Avg
332881,59,Below Avg
333069,77,Above Avg
333158,55,Below Avg
333188,81,Above Avg
333203,77,Above Avg
333324,51,Below Avg
333459,79,Above Avg
333465,61,Below Avg
333519,76,Above Avg
333681,56,Below Avg
333823,75,Above Avg
333889,74,Above Avg
333893,57,Below Avg
334172,71,Above Avg
334395,50,Below Avg
334516,81,Above Avg
334619,56,Below Avg
334761,51,Below Avg
334771,63,Below Avg
334806,55,Below Avg
334858,55,Below Avg
334889,80,Above Avg
335013,64,Below Avg
335069,55,Below Avg
335115,57,Below Avg
335202,74,Above Avg
335223,59,Below Avg
335336,64,Below Avg
335353,70,Above Avg
335485,68,Above Avg
335527,64,Below Avg
335540,58,Below Avg
335576,53,Below Avg
335620,60,Below Avg
335794,76,Above Avg
336034,52,Below Avg
336121,67,Above Avg
336307,63,Below Avg
336335,60,Below Avg
336397,63,Below Avg
336592,65,Below Avg
336818,53,Below Avg
336819,61,Below Avg
336864,81,Above Avg
336916,64,Below Avg
336999,72,Above Avg
337017,74,Above Avg
337075,75,Above Avg
337209,61,Below Avg
337230,61,Below Avg
337384,74,Above Avg
337520,52,Below Avg
337752,53,Below Avg
337896,65,Below Avg
337907,74,Above Avg
337986,79,Above Avg
338012,65,Below Avg
338106,73,Above Avg
338173,77,Above Avg
338251,74,Above Avg
338261,80,Above Avg
338310,52,Below Avg
338497,50,Below Avg
338573,77,Above Avg
338635,66,Below Avg
338709,51,Below Avg
338722,82,Above Avg
338856,70,Above Avg
338935,76,Above Avg
338964,55,Below Avg
339064,57,Below Avg
339123,68,Above Avg
339188,77,Above Avg
339291,68,Above Avg
339341,60,Below Avg
339404,68,Above Avg
339526,62,Below Avg
339570,50,Below Avg
339758,79,Above Avg
339985,72,Above Avg
340007,58,Below Avg
340125,62,Below Avg
340154,68,Above Avg
340318,51,Below Avg
340346,62,Below Avg
340479,54,Below Avg
340523,74,Above Avg
340579,73,Above Avg
340593,72,Above Avg
340808,73,Above Avg
340813,82,Above Avg
340888,79,Above Avg
341028,54,Below Avg
341073,65,Below Avg
341278,60,Below Avg
341281,74,Above Avg
341322,81,Above Avg
341435,58,Below Avg
341557,58,Below Avg
341561,72,Above Avg
341574,62,Below Avg
341613,52,Below Avg
341673,55,Below Avg
341689,64,Below Avg
341711,56,Below Avg
341763,63,Below Avg
341870,54,Below Avg
341874,81,Above Avg
341901,53,Below Avg
341994,50,Below Avg
341997,62,Below Avg
342111,56,Below Avg
342362,75,Above Avg
342365,61,Below Avg
342538,80,Above Avg
342637,57,Below Avg
342846,61,Below Avg
342929,61,Below Avg
343300,71,Above Avg
343405,58,Below Avg
343538,63,Below Avg
343659,60,Below Avg
343688,57,Below Avg
343690,77,Above Avg
343766,72,Above Avg
343924,73,Above Avg
344034,56,Below Avg
344388,60,Below Avg
344457,52,Below Avg
344686,60,Below Avg
344759,77,Above Avg
344994,72,Above Avg
345118,52,Below Avg
345130,61,Below Avg
345158,67,Above Avg
345166,74,Above Avg
345217,82,Above Avg
345321,58,Below Avg
345494,55,Below Avg
345525,73,Above Avg
345544,53,Below Avg
345546,69,Above Avg
345590,80,Above Avg
345854,61,Below Avg
345856,53,Below Avg
345963,76,Above Avg
346013,57,Below Avg
346038,68,Above Avg
346076,50,Below Avg
346164,62,Below Avg
346186,65,Below Avg
346207,64,Below Avg
346219,70,Above Avg
346382,63,Below Avg
346520,53,Below Avg
346601,63,Below Avg
346672,67,Above Avg
346819,64,Below Avg
346948,70,Above Avg
346969,76,Above Avg
347042,53,Below Avg
347127,61,Below Avg
347326,53,Below Avg
347338,64,Below Avg
347391,71,Above Avg
347491,61,Below Avg
347825,78,Above Avg
348043,68,Above Avg
348079,57,Below Avg
348409,82,Above Avg
348432,60,Below Avg
348620,53,Below Avg
348644,70,Above Avg
348705,58,Below Avg
348809,61,Below Avg
348946,66,Below Avg
349114,68,Above Avg
349214,72,Above Avg
349222,62,Below Avg
349252,51,Below Avg
349366,63,Below Avg
349449,56,Below Avg
349467,73,Above Avg
349659,59,Below Avg
349948,71,Above Avg
350000,77,Above Avg
350020,74,Above Avg
350065,64,Below Avg
350076,68,Above Avg
350120,59,Below Avg
350263,82,Above Avg
350271,56,Below Avg
350569,67,Above Avg
350642,67,Above Avg
350658,76,Above Avg
350680,59,Below Avg
350769,61,Below Avg
350955,62,Below Avg
351339,75,Above Avg
351443,55,Below Avg
351447,61,Below Avg
351466,50,Below Avg
351603,72,Above Avg
351873,73,Above Avg
351945,59,Below Avg
352042,79,Above Avg
352062,74,Above Avg
352220,65,Below Avg
352291,53,Below Avg
352341,75,Above Avg
352348,68,Above Avg
352495,79,Above Avg
352562,73,Above Avg
352655,55,Below Avg
352673,56,Below Avg
352715,56,Below Avg
352725,68,Above Avg
352791,76,Above Avg
352891,57,Below Avg
353122,53,Below Avg
353295,79,Above Avg
353325,74,Above Avg
353384,74,Above Avg
353576,64,Below Avg
353834,52,Below Avg
353842,60,Below Avg
353979,64,Below Avg
354108,54,Below Avg
354113,55,Below Avg
354150,58,Below Avg
354175,51,Below Avg
354331,66,Below Avg
354374,73,Above Avg
354464,64,Below Avg
354592,62,Below Avg
354714,69,Above Avg
354792,72,Above Avg
354822,75,Above Avg
355103,72,Above Avg
355117,74,Above Avg
355255,54,Below Avg
355285,59,Below Avg
355414,75,Above Avg
355426,78,Above Avg
355604,77,Above Avg
355639,53,Below Avg
355848,61,Below Avg
355865,65,Below Avg
356080,67,Above Avg
356219,78,Above Avg
356252,73,Above Avg
356284,77,Above Avg
356746,77,Above Avg
356820,53,Below Avg
356890,78,Above Avg
357153,71,Above Avg
357209,80,Above Avg
357214,75,Above Avg
357268,82,Above Avg
357384,57,Below Avg
357410,78,Above Avg
357508,72,Above Avg
357679,76,Above Avg
357708,73,Above Avg
357767,74,Above Avg
357799,68,Above Avg
357803,79,Above Avg
357927,71,Above Avg
357953,65,Below Avg
357956,81,Above Avg
358019,63,Below Avg
358202,79,Above Avg
358249,58,Below Avg
358264,50,Below Avg
358267,61,Below Avg
358298,70,Above Avg
358319,51,Below Avg
358681,80,Above Avg
358692,74,Above Avg
358935,56,Below Avg
358985,80,Above Avg
359131,69,Above Avg
359405,62,Below Avg
359459,55,Below Avg
359660,52,Below Avg
359845,59,Below Avg
360014,57,Below Avg
360093,61,Below Avg
360109,72,Above Avg
360185,65,Below Avg
360327,68,Above Avg
360488,54,Below Avg
360548,67,Above Avg
360636,62,Below Avg
360811,60,Below Avg
360925,72,Above Avg
361149,60,Below Avg
361179,63,Below Avg
361337,77,Above Avg
361482,75,Above Avg
361647,51,Below Avg
361670,58,Below Avg
361698,62,Below Avg
361725,63,Below Avg
361791,80,Above Avg
361883,59,Below Avg
361890,57,Below Avg
361998,71,Above Avg
362038,66,Below Avg
362082,67,Above Avg
362289,64,Below Avg
362478,51,Below Avg
362492,74,Above Avg
362502,81,Above Avg
362507,65,Below Avg
362590,67,Above Avg
362737,63,Below Avg
362773,71,Above Avg
362887,68,Above Avg
362922,50,Below Avg
362959,50,Below Avg
362977,61,Below Avg
363006,65,Below Avg
363182,72,Above Avg
363197,56,Below Avg
363206,81,Above Avg
363259,64,Below Avg
363458,63,Below Avg
363476,75,Above Avg
363533,53,Below Avg
363552,63,Below Avg
363565,66,Below Avg
363628,61,Below Avg
363633,61,Below Avg
363730,60,Below Avg
363840,82,Above Avg
363907,61,Below Avg
363908,50,Below Avg
363917,55,Below Avg
363980,67,Above Avg
364078,54,Below Avg
364080,72,Above Avg
364093,79,Above Avg
364110,59,Below Avg
364200,81,Above Avg
364213,51,Below Avg
364240,82,Above Avg
364258,77,Above Avg
364314,75,Above Avg
364452,57,Below Avg
364556,68,Above Avg
364559,63,Below Avg
364601,62,Below Avg
364680,59,Below Avg
364776,80,Above Avg
364894,66,Below Avg
364930,62,Below Avg
365089,80,Above Avg
365220,74,Above Avg
365234,68,Above Avg
365368,82,Above Avg
365485,50,Below Avg
365627,82,Above Avg
365689,82,Above Avg
365895,74,Above Avg
365948,77,Above Avg
366108,59,Below Avg
366168,80,Above Avg
366290,69,Above Avg
366393,68,Above Avg
366458,65,Below Avg
366551,68,Above Avg
366599,58,Below Avg
366650,79,Above Avg
366695,60,Below Avg
366880,63,Below Avg
367140,76,Above Avg
367211,65,Below Avg
367228,60,Below Avg
367303,82,Above Avg
367565,74,Above Avg
367815,57,Below Avg
367825,51,Below Avg
367852,63,Below Avg
367948,53,Below Avg
367961,61,Below Avg
368018,68,Above Avg
368096,71,Above Avg
368160,66,Below Avg
368206,58,Below Avg
368249,76,Above Avg
368291,77,Above Avg
368411,51,Below Avg
368720,68,Above Avg
368750,73,Above Avg
368774,76,Above Avg
368825,63,Below Avg
368828,64,Below Avg
368864,69,Above Avg
368931,60,Below Avg
368955,67,Above Avg
369076,65,Below Avg
369208,68,Above Avg
369225,79,Above Avg
369398,59,Below Avg
369425,80,Above Avg
369493,68,Above Avg
369587,52,Below Avg
369748,53,Below Avg
369764,73,Above Avg
369849,72,Above Avg
369913,81,Above Avg
370019,65,Below Avg
370170,56,Below Avg
370382,63,Below Avg
370627,70,Above Avg
370668,51,Below Avg
370939,65,Below Avg
370973,68,Above Avg
371034,51,Below Avg
371087,55,Below Avg
371273,56,Below Avg
371363,51,Below Avg
371454,54,Below Avg
371486,71,Above Avg
371657,75,Above Avg
371686,82,Above Avg
371714,58,Below Avg
371819,70,Above Avg
371889,58,Below Avg
372013,65,Below Avg
372020,71,Above Avg
372114,72,Above Avg
372175,75,Above Avg
372195,57,Below Avg
372253,57,Below Avg
372327,77,Above Avg
372372,59,Below Avg
372436,67,Above Avg
372566,72,Above Avg
372629,68,Above Avg
372672,75,Above Avg
372689,70,Above Avg
372809,56,Below Avg
372890,71,Above Avg
372999,81,Above Avg
373022,70,Above Avg
373145,80,Above Avg
373204,57,Below Avg
373240,82,Above Avg
373244,71,Above Avg
373273,76,Above Avg
373282,82,Above Avg
373434,59,Below Avg
373626,76,Above Avg
373719,51,Below Avg
373945,73,Above Avg
374009,80,Above Avg
374126,79,Above Avg
374132,70,Above Avg
374205,66,Below Avg
374235,51,Below Avg
374405,52,Below Avg
374487,78,Above Avg
374562,60,Below Avg
374637,70,Above Avg
374708,68,Above Avg
374718,81,Above Avg
374756,73,Above Avg
374787,80,Above Avg
374797,66,Below Avg
374922,52,Below Avg
374978,76,Above Avg
375040,61,Below Avg
375062,56,Below Avg
375183,75,Above Avg
375260,58,Below Avg
375704,74,Above Avg
375807,53,Below Avg
375883,72,Above Avg
375910,72,Above Avg
375993,57,Below Avg
376115,65,Below Avg
376293,66,Below Avg
376410,63,Below Avg
376431,71,Above Avg
376439,73,Above Avg
376624,58,Below Avg
376682,70,Above Avg
376750,73,Above Avg
376815,60,Below Avg
376954,75,Above Avg
377111,74,Above Avg
377293,74,Above Avg
377393,52,Below Avg
377423,77,Above Avg
377596,69,Above Avg
377597,55,Below Avg
377604,76,Above Avg
377664,62,Below Avg
377727,75,Above Avg
377741,54,Below Avg
377776,69,Above Avg
377869,52,Below Avg
378011,59,Below Avg
378023,64,Below Avg
378124,67,Above Avg
378144,52,Below Avg
378175,56,Below Avg
378266,64,Below Avg
378291,67,Above Avg
378378,78,Above Avg
378764,59,Below Avg
378930,72,Above Avg
378931,81,Above Avg
379140,74,Above Avg
379283,77,Above Avg
379298,51,Below Avg
379312,64,Below Avg
379313,81,Above Avg
379351,74,Above Avg
379352,77,Above Avg
379396,67,Above Avg
379442,57,Below Avg
379443,52,Below Avg
379511,68,Above Avg
379619,57,Below Avg
379716,50,Below Avg
379717,67,Above Avg
379922,63,Below Avg
379973,77,Above Avg
379992,58,Below Avg
380110,80,Above Avg
380120,81,Above Avg
380128,70,Above Avg
380174,50,Below Avg
380213,82,Above Avg
380238,56,Below Avg
380351,68,Above Avg
380567,81,Above Avg
380576,75,Above Avg
380582,50,Below Avg
380625,57,Below Avg
380935,80,Above Avg
380943,70,Above Avg
380975,63,Below Avg
381068,51,Below Avg
381160,65,Below Avg
381263,50,Below Avg
381265,50,Below Avg
381503,67,Above Avg
381557,80,Above Avg
381664,79,Above Avg
381702,81,Above Avg
381723,61,Below Avg
381816,57,Below Avg
381987,64,Below Avg
382037,53,Below Avg
382087,82,Above Avg
382193,77,Above Avg
382223,79,Above Avg
382283,50,Below Avg
382289,79,Above Avg
382364,68,Above Avg
382535,51,Below Avg
382677,80,Above Avg
382715,80,Above Avg
382736,68,Above Avg
382806,61,Below Avg
382855,68,Above Avg
382872,75,Above Avg
383002,50,Below Avg
383143,67,Above Avg
383343,59,Below Avg
383345,67,Above Avg
383435,64,Below Avg
383526,58,Below Avg
383535,64,Below Avg
383727,58,Below Avg
383734,54,Below Avg
383847,71,Above Avg
383906,57,Below Avg
384042,67,Above Avg
384222,76,Above Avg
384272,51,Below Avg
384324,78,Above Avg
384453,62,Below Avg
384559,65,Below Avg
384661,53,Below Avg
384744,74,Above Avg
384788,56,Below Avg
384890,75,Above Avg
385010,51,Below Avg
385198,67,Above Avg
385291,65,Below Avg
385336,79,Above Avg
385343,81,Above Avg
385361,70,Above Avg
385405,76,Above Avg
385446,66,Below Avg
385519,54,Below Avg
385541,61,Below Avg
385547,73,Above Avg
385565,73,Above Avg
385596,64,Below Avg
385629,74,Above Avg
385812,72,Above Avg
385817,64,Below Avg
385838,53,Below Avg
385970,77,Above Avg
386030,75,Above Avg
386142,74,Above Avg
386311,69,Above Avg
386406,50,Below Avg
386447,73,Above Avg
386466,74,Above Avg
386554,53,Below Avg
386674,78,Above Avg
386708,71,Above Avg
386717,57,Below Avg
387038,57,Below Avg
387133,60,Below Avg
387701,50,Below Avg
387875,77,Above Avg
387881,72,Above Avg
387882,76,Above Avg
388067,68,Above Avg
388099,63,Below Avg
388116,61,Below Avg
388351,63,Below Avg
388477,50,Below Avg
388569,57,Below Avg
388574,55,Below Avg
388784,82,Above Avg
388807,79,Above Avg
388836,76,Above Avg
388908,62,Below Avg
388962,59,Below Avg
389025,81,Above Avg
389054,78,Above Avg
389110,78,Above Avg
389286,68,Above Avg
389321,50,Below Avg
389437,72,Above Avg
389607,71,Above Avg
389662,72,Above Avg
389678,66,Below Avg
389999,75,Above Avg
390000,52,Below Avg
390050,53,Below Avg
390090,76,Above Avg
390117,61,Below Avg
390153,78,Above Avg
390155,80,Above Avg
390280,52,Below Avg
390288,58,Below Avg
390609,52,Below Avg
390628,59,Below Avg
390667,67,Above Avg
390704,72,Above Avg
390866,59,Below Avg
390870,66,Below Avg
390902,76,Above Avg
390998,60,Below Avg
391133,70,Above Avg
391502,58,Below Avg
391553,58,Below Avg
391598,68,Above Avg
391768,81,Above Avg
391786,58,Below Avg
391956,55,Below Avg
391978,67,Above Avg
392158,72,Above Avg
392162,72,Above Avg
392186,59,Below Avg
392343,67,Above Avg
392488,69,Above Avg
392529,69,Above Avg
392774,76,Above Avg
392919,53,Below Avg
393016,55,Below Avg
393111,60,Below Avg
393292,71,Above Avg
393620,55,Below Avg
393669,60,Below Avg
393765,76,Above Avg
393816,67,Above Avg
393817,75,Above Avg
393885,82,Above Avg
393938,82,Above Avg
394011,80,Above Avg
394141,62,Below Avg
394177,78,Above Avg
394289,59,Below Avg
394369,55,Below Avg
394499,51,Below Avg
394516,66,Below Avg
394520,73,Above Avg
394860,82,Above Avg
395045,58,Below Avg
395191,76,Above Avg
395276,71,Above Avg
395339,51,Below Avg
395582,70,Above Avg
395734,79,Above Avg
395858,54,Below Avg
395932,53,Below Avg
395933,81,Above Avg
395980,74,Above Avg
396094,52,Below Avg
396262,74,Above Avg
396268,71,Above Avg
396405,82,Above Avg
396461,74,Above Avg
396539,82,Above Avg
396637,53,Below Avg
396656,63,Below Avg
396682,81,Above Avg
396802,82,Above Avg
396957,66,Below Avg
397048,57,Below Avg
397338,52,Below Avg
397364,53,Below Avg
397470,77,Above Avg
397548,73,Above Avg
397562,77,Above Avg
397580,79,Above Avg
397596,68,Above Avg
397674,74,Above Avg
397694,59,Below Avg
397730,78,Above Avg
397762,67,Above Avg
397834,58,Below Avg
398368,55,Below Avg
398437,58,Below Avg
398528,75,Above Avg
398588,72,Above Avg
398650,66,Below Avg
398675,56,Below Avg
398753,62,Below Avg
398778,63,Below Avg
398833,75,Above Avg
398841,82,Above Avg
398846,61,Below Avg
398991,76,Above Avg
399097,81,Above Avg
399132,61,Below Avg
399142,80,Above Avg
399287,82,Above Avg
399315,54,Below Avg
399399,76,Above Avg
399461,53,Below Avg
399491,57,Below Avg
399575,75,Above Avg
399587,54,Below Avg
399644,64,Below Avg
399651,63,Below Avg
399664,50,Below Avg
399670,51,Below Avg
399733,63,Below Avg
399740,77,Above Avg
399764,61,Below Avg
399805,75,Above Avg
399962,67,Above Avg
400422,66,Below Avg
400586,51,Below Avg
400660,75,Above Avg
400798,65,Below Avg
400882,71,Above Avg
400966,76,Above Avg
401016,67,Above Avg
401215,63,Below Avg
401259,74,Above Avg
401363,63,Below Avg
401394,60,Below Avg
401403,50,Below Avg
401413,58,Below Avg
401579,62,Below Avg
401598,59,Below Avg
401650,82,Above Avg
401665,68,Above Avg
401700,53,Below Avg
402017,81,Above Avg
402109,51,Below Avg
402129,77,Above Avg
402171,53,Below Avg
402407,78,Above Avg
402420,57,Below Avg
402689,81,Above Avg
402835,75,Above Avg
403043,75,Above Avg
403044,68,Above Avg
403141,66,Below Avg
403283,53,Below Avg
403302,62,Below Avg
403539,50,Below Avg
403904,72,Above Avg
404328,59,Below Avg
404361,79,Above Avg
404416,54,Below Avg
404506,58,Below Avg
404516,82,Above Avg
404590,62,Below Avg
404665,60,Below Avg
404666,67,Above Avg
404671,76,Above Avg
404758,62,Below Avg
404822,72,Above Avg
405098,71,Above Avg
405118,67,Above Avg
405151,52,Below Avg
405170,75,Above Avg
405283,50,Below Avg
405423,52,Below Avg
405462,56,Below Avg
405574,79,Above Avg
405883,53,Below Avg
405910,71,Above Avg
406015,71,Above Avg
406042,68,Above Avg
406194,76,Above Avg
406235,79,Above Avg
406323,77,Above Avg
406329,70,Above Avg
406371,78,Above Avg
406499,61,Below Avg
406550,55,Below Avg
406658,55,Below Avg
406732,72,Above Avg
406842,50,Below Avg
406919,62,Below Avg
406956,56,Below Avg
407121,81,Above Avg
407176,50,Below Avg
407198,68,Above Avg
407377,54,Below Avg
407507,68,Above Avg
407583,58,Below Avg
407602,80,Above Avg
407837,70,Above Avg
407895,63,Below Avg
407939,53,Below Avg
408142,53,Below Avg
408217,74,Above Avg
408225,67,Above Avg
408253,79,Above Avg
408349,56,Below Avg
408455,78,Above Avg
408473,60,Below Avg
408483,73,Above Avg
408608,63,Below Avg
408684,69,Above Avg
408892,50,Below Avg
408981,73,Above Avg
409185,50,Below Avg
409387,82,Above Avg
409489,52,Below Avg
409558,61,Below Avg
409600,68,Above Avg
409666,72,Above Avg
409769,50,Below Avg
409894,73,Above Avg
409910,59,Below Avg
409911,53,Below Avg
410022,61,Below Avg
410215,70,Above Avg
410323,56,Below Avg
410494,71,Above Avg
410530,77,Above Avg
410587,76,Above Avg
410691,71,Above Avg
410796,70,Above Avg
410799,61,Below Avg
410804,80,Above Avg
410861,81,Above Avg
410885,57,Below Avg
410993,57,Below Avg
411045,80,Above Avg
411130,70,Above Avg
411137,68,Above Avg
411157,62,Below Avg
411196,67,Above Avg
411419,66,Below Avg
411498,74,Above Avg
411622,69,Above Avg
411659,66,Below Avg
411661,77,Above Avg
411667,73,Above Avg
411754,74,Above Avg
411927,75,Above Avg
411935,80,Above Avg
411997,69,Above Avg
412026,58,Below Avg
412091,58,Below Avg
412135,55,Below Avg
412155,70,Above Avg
412169,57,Below Avg
412222,74,Above Avg
412237,54,Below Avg
412247,55,Below Avg
412261,73,Above Avg
412286,72,Above Avg
412409,56,Below Avg
412545,82,Above Avg
412588,77,Above Avg
412602,78,Above Avg
412744,63,Below Avg
412832,61,Below Avg
413216,57,Below Avg
413373,56,Below Avg
413395,57,Below Avg
413649,70,Above Avg
413829,82,Above Avg
413843,54,Below Avg
413876,80,Above Avg
414019,52,Below Avg
414152,72,Above Avg
414177,72,Above Avg
414207,79,Above Avg
414211,57,Below Avg
414248,66,Below Avg
414370,55,Below Avg
414658,59,Below Avg
414728,66,Below Avg
414775,54,Below Avg
414847,76,Above Avg
414918,67,Above Avg
414921,80,Above Avg
415067,77,Above Avg
415172,69,Above Avg
415234,79,Above Avg
415236,67,Above Avg
415294,61,Below Avg
415346,77,Above Avg
415472,53,Below Avg
415806,73,Above Avg
415969,75,Above Avg
416032,51,Below Avg
416419,51,Below Avg
416505,80,Above Avg
416738,82,Above Avg
416840,67,Above Avg
416903,69,Above Avg
416989,56,Below Avg
417054,79,Above Avg
417157,70,Above Avg
417227,79,Above Avg
417410,72,Above Avg
417466,73,Above Avg
417472,76,Above Avg
417496,81,Above Avg
417602,70,Above Avg
417615,73,Above Avg
417624,63,Below Avg
417643,78,Above Avg
417663,74,Above Avg
417737,55,Below Avg
417875,63,Below Avg
417922,53,Below Avg
418059,74,Above Avg
418084,60,Below Avg
418268,68,Above Avg
418438,56,Below Avg
418668,55,Below Avg
418758,79,Above Avg
418929,67,Above Avg
418940,51,Below Avg
419176,59,Below Avg
419283,75,Above Avg
419346,71,Above Avg
419389,59,Below Avg
419448,74,Above Avg
419633,71,Above Avg
419710,80,Above Avg
420060,82,Above Avg
420110,58,Below Avg
420263,64,Below Avg
420324,56,Below Avg
420335,52,Below Avg
420349,54,Below Avg
420364,53,Below Avg
420403,50,Below Avg
420436,62,Below Avg
420557,65,Below Avg
420600,75,Above Avg
420630,57,Below Avg
420653,82,Above Avg
420703,78,Above Avg
420707,61,Below Avg
420827,54,Below Avg
420956,51,Below Avg
420982,69,Above Avg
421043,66,Below Avg
421185,53,Below Avg
421256,64,Below Avg
421308,78,Above Avg
421389,79,Above Avg
421403,53,Below Avg
421523,74,Above Avg
421569,72,Above Avg
421616,51,Below Avg
421675,64,Below Avg
421691,69,Above Avg
421700,56,Below Avg
422000,82,Above Avg
422007,50,Below Avg
422054,60,Below Avg
422244,69,Above Avg
422269,77,Above Avg
422295,68,Above Avg
422496,57,Below Avg
422569,59,Below Avg
422929,79,Above Avg
422951,63,Below Avg
423101,82,Above Avg
423145,53,Below Avg
423158,61,Below Avg
423208,73,Above Avg
423316,54,Below Avg
423327,70,Above Avg
423556,80,Above Avg
423706,62,Below Avg
423767,74,Above Avg
423966,64,Below Avg
424007,52,Below Avg
424070,81,Above Avg
424088,71,Above Avg
424150,78,Above Avg
424188,57,Below Avg
424227,62,Below Avg
424594,73,Above Avg
424632,56,Below Avg
424688,57,Below Avg
424773,75,Above Avg
425032,73,Above Avg
425096,70,Above Avg
425167,65,Below Avg
425238,76,Above Avg
425250,62,Below Avg
425364,79,Above Avg
425447,65,Below Avg
425510,63,Below Avg
425554,61,Below Avg
425633,63,Below Avg
425737,62,Below Avg
425852,64,Below Avg
425936,52,Below Avg
425978,57,Below Avg
426010,81,Above Avg
426027,75,Above Avg
426030,56,Below Avg
426033,71,Above Avg
426046,63,Below Avg
426059,50,Below Avg
426069,66,Below Avg
426258,68,Above Avg
426260,56,Below Avg
426504,72,Above Avg
426583,52,Below Avg
426626,79,Above Avg
426819,52,Below Avg
426998,81,Above Avg
427173,79,Above Avg
427265,74,Above Avg
427323,78,Above Avg
427324,53,Below Avg
427386,63,Below Avg
427564,52,Below Avg
427613,79,Above Avg
427657,61,Below Avg
427790,72,Above Avg
427820,78,Above Avg
427830,73,Above Avg
427890,64,Below Avg
428001,51,Below Avg
428010,68,Above Avg
428139,75,Above Avg
428265,56,Below Avg
428356,56,Below Avg
428410,66,Below Avg
428532,73,Above Avg
428657,76,Above Avg
428667,58,Below Avg
428718,74,Above Avg
428821,61,Below Avg
428859,59,Below Avg
428871,55,Below Avg
429011,59,Below Avg
429196,74,Above Avg
429455,68,Above Avg
429546,72,Above Avg
429561,57,Below Avg
429635,67,Above Avg
429738,72,Above Avg
429883,74,Above Avg
429987,71,Above Avg
430136,51,Below Avg
430143,69,Above Avg
430268,57,Below Avg
430296,82,Above Avg
430362,75,Above Avg
430454,80,Above Avg
430535,67,Above Avg
430580,61,Below Avg
430645,66,Below Avg
430746,68,Above Avg
430976,62,Below Avg
430996,65,Below Avg
430998,77,Above Avg
431035,76,Above Avg
431238,72,Above Avg
431323,81,Above Avg
431446,57,Below Avg
431479,51,Below Avg
431511,72,Above Avg
431566,62,Below Avg
431752,80,Above Avg
431897,75,Above Avg
432026,50,Below Avg
432047,77,Above Avg
432072,51,Below Avg
432083,68,Above Avg
432097,56,Below Avg
432134,61,Below Avg
432284,80,Above Avg
432611,75,Above Avg
432755,61,Below Avg
432769,51,Below Avg
432800,79,Above Avg
433027,60,Below Avg
433193,63,Below Avg
433294,56,Below Avg
433319,80,Above Avg
433352,76,Above Avg
433482,64,Below Avg
433737,81,Above Avg
433758,50,Below Avg
433764,69,Above Avg
433851,74,Above Avg
434295,79,Above Avg
434307,69,Above Avg
434338,56,Below Avg
434352,69,Above Avg
434403,72,Above Avg
434443,77,Above Avg
434529,69,Above Avg
434624,61,Below Avg
434732,75,Above Avg
434809,55,Below Avg
434845,57,Below Avg
434886,65,Below Avg
435048,55,Below Avg
435130,54,Below Avg
435255,79,Above Avg
435436,81,Above Avg
435471,66,Below Avg
435487,74,Above Avg
435541,67,Above Avg
435623,55,Below Avg
435738,58,Below Avg
435850,73,Above Avg
436013,61,Below Avg
436018,69,Above Avg
436065,60,Below Avg
436087,71,Above Avg
436172,66,Below Avg
436198,77,Above Avg
436303,64,Below Avg
436349,76,Above Avg
436405,64,Below Avg
436439,70,Above Avg
436470,57,Below Avg
436825,65,Below Avg
436996,72,Above Avg
437247,69,Above Avg
437323,59,Below Avg
437410,52,Below Avg
437490,52,Below Avg
437710,80,Above Avg
437774,75,Above Avg
437881,75,Above Avg
438064,60,Below Avg
438102,80,Above Avg
438149,80,Above Avg
438201,54,Below Avg
438367,50,Below Avg
438414,81,Above Avg
438521,73,Above Avg
438592,80,Above Avg
